Student_ID,Name,Age,Gender,City,Maths,English,Science,History,ICT,Parental_Education,Attendance_%
6061,Student_6061,19,Fmale,Lund,-15,14,16,119,68,bachelor ,103.3
6062,Student_6062,20,Female,Uppsala,33,91,86,8,-8,PhD,98.79
6063,Student_6063,16,Male,Malmo,42,absent,91,75,86,Masters,102.45
6064,Student_6064,21,Other,Stockholm,30,117,10,100,23,PhD,86.7
6065,Student_6065,19,Other,Gothenburg,64,,40,23,-16,Bachelor,49.14
6066,Student_6066,18,Male,Gothenburg,61,absent,-6,-17,79,Masters,40.97
6067,Student_6067,21,Female ,stockholm ,78,97,102,79,79,HighSchool,69.31
6068,Student_6068,17,Female ,Lund,-12,4,24,93,74,High School,85.53
6069,Student_6069,18,Male,Gothenburg,67,10,-7,99,117,PhD,61.28
6070,Student_6070,21,Female ,Malmo,60,17,60,45,68,High School,85.81
6071,Student_6071,15,Male,Göteborg,42,94,11,33,,High School,55.76
6072,Student_6072,20,male ,Lund,78,42,-17,54,87,High School,72.58
6073,Student_6073,15,Other,Gothenburg,80,31,82,34,113,Bachelor,70.81
6074,Student_6074,14,Female,Stockholm,78,absent,85,32,73,Masters,85.83
6075,Student_6075,14,Other,Malmo,14,110,-5,66,102,bachelor ,83.0
6076,Student_6076,21,Fmale,Göteborg,-11,106,41,-8,-20,High School,68.35
6077,Student_6077,15,male ,stockholm ,98,109,-20,66,absent,High School,53.13
6078,Student_6078,19,Fmale,stockholm ,75,70,31,-4,87,Masters,88.85
6079,Student_6079,18,Male,Gothenburg,95,absent,78,44,55,HighSchool,82.79
6080,Student_6080,15,Female,Stockholm,0,57,61,5,12,Masters,44.64
6081,Student_6081,14,male ,Gothenburg,58,3,82,3,89,HighSchool,70.57
6082,Student_6082,15,Other,Göteborg,0,1,20,54,119,HighSchool,78.33
6083,Student_6083,19,Female ,Uppsala,30,84,89,49,50,bachelor ,99.35
6084,Student_6084,15,Fmale,Göteborg,62,35,49,43,110,PhD,90.93
6085,Student_6085,18,Fmale,stockholm ,89,119,95,18,2,High School,43.94
6086,Student_6086,17,Female ,Uppsala,106,-8,3,36,-17,High School,96.17
6087,Student_6087,19,male ,Stockholm,7,106,23,17,34,HighSchool,61.78
6088,Student_6088,14,Female ,Stockholm,17,34,18,16,78,High School,98.26
6089,Student_6089,18,Fmale,Uppsala,74,78,14,15,48,High School,64.85
6090,Student_6090,15,Female ,stockholm ,86,2,-12,19,65,PhD,96.57
6091,Student_6091,15,Fmale,Stockholm,-14,47,17,-7,-2,HighSchool,55.97
6092,Student_6092,17,Other,Malmo,24,-1,87,14,-14,HighSchool,70.92
6093,Student_6093,14,male ,Malmo,-12,83,111,83,111,PhD,78.21
6094,Student_6094,14,Female,Lund,69,,-7,113,105,PhD,72.18
6095,Student_6095,16,male ,Uppsala,104,42,116,9,50,bachelor ,68.0
6096,Student_6096,14,Female ,Malmo,115,5,-2,102,93,PhD,49.41
6097,Student_6097,17,Female ,stockholm ,45,83,21,-19,28,HighSchool,97.64
6098,Student_6098,20,male ,Stockholm,66,18,-14,16,35,Bachelor,73.16
6099,Student_6099,16,Female,Stockholm,92,57,92,7,61,Bachelor,94.13
6100,Student_6100,16,Fmale,Malmo,105,10,66,,4,High School,73.17
6101,Student_6101,15,Female ,stockholm ,9,53,24,48,-11,Bachelor,72.33
6102,Student_6102,15,Female ,Lund,67,88,,27,4,HighSchool,45.27
6103,Student_6103,14,male ,Uppsala,absent,-15,96,6,16,HighSchool,42.81
6104,Student_6104,16,Fmale,Uppsala,90,89,32,105,88,Masters,69.68
6105,Student_6105,21,Fmale,Stockholm,65,43,59,-12,95,PhD,44.5
6106,Student_6106,15,Female ,stockholm ,106,114,,29,107,High School,73.1
6107,Student_6107,17,Fmale,Uppsala,90,64,74,98,8,Masters,56.85
6108,Student_6108,21,Other,Uppsala,100,70,15,66,8,PhD,81.95
6109,Student_6109,15,male ,Uppsala,109,0,88,27,-12,Bachelor,64.95
6110,Student_6110,19,Other,Stockholm,17,50,4,74,34,bachelor ,60.85
6111,Student_6111,19,Female,Gothenburg,15,absent,5,-16,17,PhD,103.08
6112,Student_6112,15,Other,Gothenburg,16,absent,103,absent,31,Masters,77.11
6113,Student_6113,16,Male,Uppsala,absent,4,92,23,108,Bachelor,47.82
6114,Student_6114,20,Other,Gothenburg,-10,24,-12,7,-2,bachelor ,94.03
6115,Student_6115,20,Female,Göteborg,10,absent,91,-1,65,PhD,95.77
6116,Student_6116,16,male ,Uppsala,46,,46,,7,High School,100.45
6117,Student_6117,18,Other,Lund,50,-13,0,-7,100,Bachelor,40.43
6118,Student_6118,20,Female,Stockholm,-5,-9,80,21,105,bachelor ,89.23
6119,Student_6119,19,Male,Göteborg,96,109,1,32,47,High School,89.85
6120,Student_6120,17,Female,Malmo,99,58,63,20,100,Bachelor,51.7
6121,Student_6121,16,Female ,Stockholm,63,119,-15,1,36,High School,71.83
6122,Student_6122,14,male ,Lund,29,absent,104,45,26,Bachelor,67.74
6123,Student_6123,19,Fmale,stockholm ,99,51,77,67,35,HighSchool,47.25
6124,Student_6124,17,Female ,Malmo,5,-3,110,,76,Masters,103.89
6125,Student_6125,17,Female ,Stockholm,112,78,24,23,19,Bachelor,88.06
6126,Student_6126,16,Other,Lund,106,67,31,104,23,bachelor ,47.63
6127,Student_6127,17,Other,stockholm ,-8,31,64,57,10,PhD,76.37
6128,Student_6128,16,Other,Malmo,15,-4,19,107,65,Masters,73.99
6129,Student_6129,20,Male,stockholm ,,106,4,112,-17,Bachelor,71.91
6130,Student_6130,15,Female,Malmo,108,106,absent,91,74,PhD,72.48
6131,Student_6131,19,male ,stockholm ,58,4,60,77,9,Masters,42.18
6132,Student_6132,18,Other,stockholm ,67,110,24,118,-12,bachelor ,82.5
6133,Student_6133,15,Male,Lund,75,92,21,33,64,HighSchool,95.06
6134,Student_6134,19,Male,Gothenburg,40,60,1,119,18,bachelor ,91.76
6135,Student_6135,16,Female,stockholm ,118,-19,11,76,13,PhD,54.28
6136,Student_6136,19,male ,Stockholm,-13,-6,118,,96,HighSchool,63.89
6137,Student_6137,20,Female ,Malmo,50,19,-14,96,81,High School,90.83
6138,Student_6138,16,male ,Göteborg,85,4,115,-12,-16,PhD,82.33
6139,Student_6139,15,Male,stockholm ,-14,24,119,-1,86,HighSchool,90.44
6140,Student_6140,14,Male,Lund,30,65,-16,,-5,Masters,93.45
6141,Student_6141,14,Fmale,Uppsala,-8,46,-14,107,59,bachelor ,100.09
6142,Student_6142,21,Female,stockholm ,41,50,79,71,56,Bachelor,47.9
6143,Student_6143,21,Fmale,Uppsala,33,5,44,30,20,Masters,53.51
6144,Student_6144,19,Male,stockholm ,109,94,-7,57,47,Masters,103.05
6145,Student_6145,14,Female ,Göteborg,53,42,59,15,91,HighSchool,98.42
6146,Student_6146,16,Male,Göteborg,-18,94,20,absent,98,Bachelor,75.2
6147,Student_6147,17,Other,stockholm ,43,87,104,-19,-15,Masters,79.21
6148,Student_6148,16,male ,Stockholm,35,56,75,13,14,Bachelor,51.29
6149,Student_6149,17,male ,stockholm ,70,5,74,1,6,High School,58.28
6150,Student_6150,15,Female ,Stockholm,89,-3,31,42,100,bachelor ,64.44
6151,Student_6151,18,Other,Lund,19,-9,117,-9,36,HighSchool,61.65
6152,Student_6152,17,Female ,Uppsala,70,20,43,107,63,bachelor ,89.67
6153,Student_6153,14,Fmale,Göteborg,83,101,55,79,1,Bachelor,101.91
6154,Student_6154,16,Other,Göteborg,67,110,26,5,45,HighSchool,87.96
6155,Student_6155,15,Female ,Malmo,3,-1,8,,108,Masters,96.29
6156,Student_6156,14,Male,stockholm ,29,95,71,46,29,Masters,84.65
6157,Student_6157,15,Female,Lund,-20,58,119,4,113,Masters,45.7
6158,Student_6158,18,Other,Uppsala,42,94,99,-13,21,Masters,75.47
6159,Student_6159,20,male ,Uppsala,66,-13,112,110,74,High School,65.64
6160,Student_6160,16,male ,Lund,90,108,3,104,86,High School,78.85
6161,Student_6161,19,Male,Göteborg,116,49,27,36,110,bachelor ,85.64
6162,Student_6162,16,Female,Lund,27,39,-18,74,43,PhD,102.55
6163,Student_6163,21,Other,stockholm ,39,-3,87,20,95,Masters,47.67
6164,Student_6164,18,Female ,Lund,59,80,59,41,30,Masters,98.77
6165,Student_6165,16,Fmale,Malmo,99,67,,10,-9,bachelor ,84.44
6166,Student_6166,21,Female,Gothenburg,15,94,107,9,22,Masters,73.76
6167,Student_6167,19,Male,Uppsala,1,17,63,98,75,Masters,66.45
6168,Student_6168,17,Female ,Uppsala,-3,-13,-19,72,88,bachelor ,86.57
6169,Student_6169,15,Female ,Göteborg,66,87,112,31,86,PhD,62.05
6170,Student_6170,19,Female ,Gothenburg,22,36,80,,59,Masters,86.33
6171,Student_6171,14,Other,Gothenburg,56,89,-1,19,98,bachelor ,88.0
6172,Student_6172,18,Female,Stockholm,,absent,22,12,45,Bachelor,51.83
6173,Student_6173,17,Female ,Malmo,117,107,96,112,82,Bachelor,59.73
6174,Student_6174,14,Female,stockholm ,81,-6,18,16,-13,High School,55.24
6175,Student_6175,14,Other,Göteborg,98,67,-20,92,1,High School,92.63
6176,Student_6176,18,Male,Malmo,4,33,117,18,15,Bachelor,48.2
6177,Student_6177,17,Fmale,Stockholm,72,34,-8,74,-9,Bachelor,44.25
6178,Student_6178,20,Female,Gothenburg,-1,23,absent,98,87,Bachelor,58.65
6179,Student_6179,14,Other,stockholm ,11,23,64,31,110,bachelor ,63.4
6180,Student_6180,14,Male,Lund,80,23,95,-2,55,PhD,68.03
6181,Student_6181,17,Female,Malmo,2,41,-8,19,92,Masters,84.39
6182,Student_6182,16,Male,Malmo,35,56,69,92,-10,HighSchool,61.45
6183,Student_6183,14,Fmale,Lund,absent,108,35,-19,80,HighSchool,96.73
6184,Student_6184,15,male ,Uppsala,-19,34,49,76,115,bachelor ,92.54
6185,Student_6185,17,Fmale,Stockholm,-7,65,25,44,78,bachelor ,65.61
6186,Student_6186,14,Other,Lund,49,75,-14,97,10,PhD,96.78
6187,Student_6187,18,male ,Malmo,8,118,8,117,4,bachelor ,89.9
6188,Student_6188,19,male ,Malmo,52,116,98,10,112,HighSchool,89.48
6189,Student_6189,15,Female ,Malmo,41,119,99,84,44,bachelor ,89.57
6190,Student_6190,21,Female,Göteborg,59,62,56,absent,58,High School,55.53
6191,Student_6191,21,Female ,Malmo,44,50,,93,90,PhD,47.63
6192,Student_6192,19,Male,stockholm ,92,,33,7,87,PhD,81.59
6193,Student_6193,21,Other,Göteborg,50,65,31,47,21,PhD,77.68
6194,Student_6194,19,Other,stockholm ,absent,103,119,36,102,Bachelor,83.12
6195,Student_6195,14,Male,stockholm ,absent,61,64,116,87,Bachelor,70.96
6196,Student_6196,15,Male,Lund,-5,49,92,absent,87,bachelor ,47.14
6197,Student_6197,15,Female ,Stockholm,82,96,74,6,28,Masters,92.72
6198,Student_6198,16,Fmale,Stockholm,40,38,-4,86,36,bachelor ,103.01
6199,Student_6199,19,Other,Malmo,-6,55,28,54,-5,bachelor ,87.84
6200,Student_6200,15,Female ,Lund,82,49,104,13,113,bachelor ,65.87
6201,Student_6201,16,Female ,Göteborg,54,94,-15,94,-8,bachelor ,88.52
6202,Student_6202,17,Fmale,Malmo,112,90,98,33,-10,Bachelor,51.92
6203,Student_6203,16,Fmale,stockholm ,100,40,118,19,53,PhD,104.18
6204,Student_6204,18,Fmale,Malmo,76,78,73,-2,19,Bachelor,85.7
6205,Student_6205,20,Female,stockholm ,89,62,-10,41,14,High School,83.95
6206,Student_6206,14,Female ,Gothenburg,57,102,-14,40,-15,Bachelor,66.37
6207,Student_6207,17,Female,Uppsala,98,63,33,65,-18,HighSchool,91.0
6208,Student_6208,20,male ,Uppsala,78,31,-11,57,110,HighSchool,92.03
6209,Student_6209,20,male ,Stockholm,117,24,-14,21,53,PhD,79.77
6210,Student_6210,17,Female ,Uppsala,-6,,65,79,61,bachelor ,103.48
6211,Student_6211,18,Male,Stockholm,85,84,-18,absent,66,Bachelor,74.64
6212,Student_6212,16,Fmale,Uppsala,77,53,37,-8,20,High School,64.19
6213,Student_6213,14,Female,Stockholm,-5,43,110,47,117,PhD,51.28
6214,Student_6214,16,male ,Malmo,0,89,7,40,84,Masters,74.35
6215,Student_6215,15,Female ,Uppsala,2,52,60,9,109,bachelor ,50.23
6216,Student_6216,16,Male,Göteborg,32,9,16,17,-14,High School,76.47
6217,Student_6217,21,Female ,stockholm ,101,79,-3,50,77,bachelor ,73.11
6218,Student_6218,17,Male,Lund,67,80,35,35,88,HighSchool,87.78
6219,Student_6219,14,Female ,Gothenburg,0,81,78,76,22,High School,102.3
6220,Student_6220,16,Fmale,Uppsala,23,44,55,110,absent,High School,72.67
6221,Student_6221,14,Fmale,Stockholm,absent,13,12,,104,HighSchool,62.19
6222,Student_6222,14,Male,Lund,104,42,absent,-17,-14,PhD,43.58
6223,Student_6223,15,Female ,Stockholm,68,35,58,87,-8,Bachelor,48.45
6224,Student_6224,15,Fmale,Malmo,-1,38,-7,100,57,High School,60.84
6225,Student_6225,17,Female ,Lund,9,56,23,37,absent,Masters,71.41
6226,Student_6226,18,Female ,Lund,72,69,35,-16,67,Masters,44.0
6227,Student_6227,21,Fmale,Malmo,51,52,105,49,83,bachelor ,94.02
6228,Student_6228,20,Other,Stockholm,51,95,60,13,93,bachelor ,50.46
6229,Student_6229,14,male ,Uppsala,38,71,-14,50,92,Bachelor,62.25
6230,Student_6230,18,male ,Gothenburg,33,97,108,86,47,High School,58.36
6231,Student_6231,20,Female ,Malmo,76,45,40,-9,34,PhD,100.75
6232,Student_6232,20,male ,stockholm ,107,-3,56,65,31,HighSchool,76.21
6233,Student_6233,21,Female,stockholm ,49,30,89,27,102,Bachelor,49.93
6234,Student_6234,17,Fmale,Malmo,55,77,73,3,-16,Masters,50.78
6235,Student_6235,20,male ,Malmo,-3,27,15,26,51,bachelor ,104.91
6236,Student_6236,21,Other,stockholm ,105,12,76,88,60,HighSchool,71.54
6237,Student_6237,20,male ,Uppsala,17,-19,absent,16,2,HighSchool,77.44
6238,Student_6238,14,Female ,Gothenburg,98,0,44,49,10,Bachelor,87.56
6239,Student_6239,14,Male,Gothenburg,119,75,-14,40,26,Masters,83.1
6240,Student_6240,19,male ,Göteborg,5,49,55,4,-3,HighSchool,45.52
6241,Student_6241,18,Male,Gothenburg,0,98,116,49,15,Bachelor,55.28
6242,Student_6242,16,Fmale,Gothenburg,39,3,-9,6,2,Masters,74.39
6243,Student_6243,21,Male,stockholm ,3,8,106,48,30,Bachelor,74.58
6244,Student_6244,15,male ,Lund,67,90,97,6,16,Masters,65.71
6245,Student_6245,21,Other,Göteborg,13,97,39,115,112,High School,86.85
6246,Student_6246,16,Female,Stockholm,-20,99,12,-18,34,High School,60.72
6247,Student_6247,18,Other,Gothenburg,5,45,71,46,11,bachelor ,65.41
6248,Student_6248,15,Other,Stockholm,-12,44,13,79,22,bachelor ,103.09
6249,Student_6249,16,Female,Göteborg,38,15,87,-9,102,bachelor ,42.62
6250,Student_6250,19,Fmale,Stockholm,-5,93,94,63,17,High School,63.01
6251,Student_6251,15,male ,Gothenburg,38,16,51,48,7,HighSchool,66.37
6252,Student_6252,14,Fmale,Göteborg,-13,48,-18,3,111,High School,53.87
6253,Student_6253,16,Female ,Lund,87,16,62,-4,40,bachelor ,80.98
6254,Student_6254,21,Female ,stockholm ,55,104,90,99,43,PhD,58.77
6255,Student_6255,15,Male,Uppsala,103,17,62,56,82,PhD,60.74
6256,Student_6256,19,Other,Lund,-12,75,,101,19,PhD,40.62
6257,Student_6257,21,Fmale,Malmo,66,2,8,54,75,HighSchool,60.35
6258,Student_6258,20,Female,Stockholm,-15,109,13,113,97,Masters,100.44
6259,Student_6259,15,Fmale,Lund,78,-9,1,66,26,HighSchool,95.71
6260,Student_6260,15,Male,Göteborg,-10,86,-18,18,116,High School,79.51
6261,Student_6261,19,male ,Gothenburg,100,45,-8,,-18,PhD,71.58
6262,Student_6262,20,Other,Stockholm,-16,1,64,8,36,Masters,62.76
6263,Student_6263,16,Other,Göteborg,64,-16,46,102,78,Bachelor,73.37
6264,Student_6264,17,Fmale,Malmo,20,6,42,74,102,Masters,40.5
6265,Student_6265,16,Male,Malmo,97,65,7,5,73,Masters,92.17
6266,Student_6266,20,Female ,Stockholm,79,-2,118,-4,92,Masters,54.02
6267,Student_6267,18,Female,Göteborg,109,10,111,106,63,bachelor ,67.85
6268,Student_6268,21,male ,stockholm ,36,89,-6,-3,20,Masters,98.2
6269,Student_6269,19,Fmale,stockholm ,74,15,85,105,-5,Masters,40.53
6270,Student_6270,16,Fmale,stockholm ,58,44,17,absent,96,Masters,64.19
6271,Student_6271,15,Female,Malmo,86,100,91,45,119,PhD,54.5
6272,Student_6272,19,Female ,Lund,17,48,6,31,69,High School,104.12
6273,Student_6273,14,Fmale,Göteborg,-17,-16,32,47,100,HighSchool,82.17
6274,Student_6274,20,Female,Stockholm,,69,99,112,47,Bachelor,94.37
6275,Student_6275,21,Other,Lund,-17,14,112,20,-1,HighSchool,88.91
6276,Student_6276,16,Other,Gothenburg,78,48,62,21,101,Masters,45.38
6277,Student_6277,19,Female,Malmo,72,-13,117,107,,bachelor ,97.12
6278,Student_6278,21,male ,Stockholm,-14,-12,65,88,-12,High School,56.29
6279,Student_6279,16,Other,Stockholm,64,60,85,31,52,PhD,85.72
6280,Student_6280,19,Female,Lund,68,44,98,98,97,HighSchool,88.59
6281,Student_6281,15,Female,Uppsala,24,absent,73,-3,79,HighSchool,102.48
6282,Student_6282,14,Other,Stockholm,30,54,-19,65,absent,Bachelor,59.43
6283,Student_6283,14,Female,Lund,51,40,-10,-7,37,PhD,93.55
6284,Student_6284,18,Fmale,Stockholm,-2,24,35,80,absent,bachelor ,77.4
6285,Student_6285,19,Female,Gothenburg,87,69,50,3,58,HighSchool,99.94
6286,Student_6286,16,Female,Gothenburg,-12,89,12,absent,70,High School,67.37
6287,Student_6287,14,Female,Malmo,88,102,,71,18,High School,85.15
6288,Student_6288,20,Female,Lund,,94,-5,116,-8,bachelor ,52.18
6289,Student_6289,14,Female ,Malmo,53,36,118,77,71,bachelor ,98.62
6290,Student_6290,17,Fmale,stockholm ,3,-6,4,19,32,bachelor ,103.59
6291,Student_6291,17,Female,stockholm ,97,33,,3,97,bachelor ,59.05
6292,Student_6292,14,Male,Göteborg,10,53,12,54,110,bachelor ,98.71
6293,Student_6293,19,Male,Uppsala,112,23,-5,absent,-19,Masters,43.4
6294,Student_6294,18,Male,Stockholm,42,30,-2,-16,116,Bachelor,93.01
6295,Student_6295,14,Other,Göteborg,-19,27,92,61,60,bachelor ,70.55
6296,Student_6296,15,Other,Uppsala,84,26,68,56,absent,HighSchool,103.03
6297,Student_6297,21,male ,Malmo,26,108,29,51,63,High School,56.92
6298,Student_6298,16,Female ,Gothenburg,70,22,106,89,6,Bachelor,43.45
6299,Student_6299,18,Male,Stockholm,28,,91,96,-12,HighSchool,74.64
6300,Student_6300,15,Female ,Malmo,95,41,absent,83,-1,PhD,87.23
6301,Student_6301,18,Male,Lund,39,50,17,80,93,HighSchool,71.02
6302,Student_6302,15,male ,stockholm ,119,101,21,-14,25,HighSchool,69.22
6303,Student_6303,16,Fmale,Malmo,107,61,18,92,58,bachelor ,54.09
6304,Student_6304,16,Female ,Malmo,3,93,83,47,12,Masters,72.49
6305,Student_6305,17,Fmale,Uppsala,111,-2,-1,16,46,HighSchool,98.99
6306,Student_6306,19,male ,Göteborg,99,22,11,-8,2,bachelor ,67.57
6307,Student_6307,15,Female ,Malmo,,23,19,-19,104,PhD,88.13
6308,Student_6308,21,Fmale,Uppsala,31,88,-12,-7,37,HighSchool,90.41
6309,Student_6309,17,male ,Malmo,34,-19,-20,38,66,HighSchool,77.56
6310,Student_6310,15,Female,Lund,16,7,60,80,17,HighSchool,61.7
6311,Student_6311,17,Female ,Stockholm,34,64,101,-10,99,PhD,80.43
6312,Student_6312,16,Fmale,Gothenburg,54,31,47,52,30,HighSchool,73.29
6313,Student_6313,18,male ,Malmo,89,86,75,64,33,HighSchool,94.08
6314,Student_6314,20,Female,Stockholm,-8,110,83,76,-5,HighSchool,57.25
6315,Student_6315,17,Female ,Malmo,35,-4,-14,4,-8,Bachelor,52.52
6316,Student_6316,15,Female,Gothenburg,32,55,-1,8,87,bachelor ,54.82
6317,Student_6317,15,Male,Lund,107,30,112,90,70,HighSchool,58.07
6318,Student_6318,20,Female ,Stockholm,23,63,38,-12,-5,High School,79.61
6319,Student_6319,19,male ,Stockholm,85,18,61,-7,59,Masters,76.74
6320,Student_6320,21,male ,Lund,94,84,31,103,43,Masters,48.34
6321,Student_6321,16,Female ,Gothenburg,25,4,59,59,114,PhD,103.17
6322,Student_6322,15,Male,stockholm ,51,95,10,51,-11,HighSchool,42.16
6323,Student_6323,14,Female ,Malmo,26,-1,,46,49,bachelor ,85.63
6324,Student_6324,18,Fmale,Lund,96,82,-17,,85,Bachelor,45.46
6325,Student_6325,17,male ,Göteborg,-9,-19,1,92,83,PhD,46.44
6326,Student_6326,19,Other,stockholm ,64,110,19,10,79,High School,90.7
6327,Student_6327,21,Female,Göteborg,absent,28,53,16,-2,Masters,73.36
6328,Student_6328,20,male ,Lund,100,68,110,-13,71,PhD,61.4
6329,Student_6329,18,Male,stockholm ,18,42,73,-16,46,bachelor ,84.9
6330,Student_6330,16,Other,Lund,76,64,-6,37,63,Bachelor,95.11
6331,Student_6331,19,Female ,Göteborg,85,2,115,-6,85,Masters,68.3
6332,Student_6332,21,male ,Malmo,32,absent,55,101,83,PhD,60.28
6333,Student_6333,17,Fmale,Gothenburg,30,-9,74,60,57,Bachelor,87.05
6334,Student_6334,17,Other,Uppsala,99,105,27,42,14,High School,81.57
6335,Student_6335,20,Male,stockholm ,,25,85,54,-3,High School,56.68
6336,Student_6336,14,Male,Lund,27,23,105,absent,11,bachelor ,72.44
6337,Student_6337,20,Other,Stockholm,-7,58,25,51,17,HighSchool,43.53
6338,Student_6338,16,Female,Göteborg,absent,42,-11,41,84,HighSchool,50.67
6339,Student_6339,19,male ,Göteborg,112,108,32,37,57,bachelor ,55.29
6340,Student_6340,19,Female ,Gothenburg,93,76,66,56,69,PhD,55.95
6341,Student_6341,15,Male,Uppsala,12,67,8,-4,3,bachelor ,43.62
6342,Student_6342,14,Fmale,stockholm ,5,34,21,18,13,Masters,102.63
6343,Student_6343,14,Fmale,Göteborg,-3,64,19,99,35,Bachelor,70.56
6344,Student_6344,19,Female ,Stockholm,28,-18,83,absent,69,Masters,104.82
6345,Student_6345,19,Fmale,Stockholm,47,68,89,102,-12,Bachelor,61.13
6346,Student_6346,18,Female,Gothenburg,83,18,26,56,16,Bachelor,69.61
6347,Student_6347,21,Female ,Lund,12,0,106,10,66,HighSchool,79.3
6348,Student_6348,18,Fmale,Lund,22,22,16,absent,97,bachelor ,50.21
6349,Student_6349,18,Female,Lund,48,-12,30,89,111,Bachelor,101.35
6350,Student_6350,14,Fmale,Göteborg,20,100,26,54,118,HighSchool,55.04
6351,Student_6351,15,male ,Lund,18,73,-9,54,0,PhD,52.1
6352,Student_6352,17,Female ,Göteborg,48,36,24,78,55,Bachelor,49.32
6353,Student_6353,18,Fmale,Uppsala,24,38,116,77,109,HighSchool,82.96
6354,Student_6354,15,Fmale,Lund,20,37,32,,78,Bachelor,62.1
6355,Student_6355,20,Female,Göteborg,101,7,119,112,-7,Bachelor,74.51
6356,Student_6356,16,male ,Stockholm,97,39,86,69,2,HighSchool,69.31
6357,Student_6357,18,male ,stockholm ,-7,95,27,38,absent,High School,49.55
6358,Student_6358,20,Female,Lund,-11,-5,-17,116,66,Bachelor,89.28
6359,Student_6359,17,male ,stockholm ,76,-18,1,69,65,High School,56.29
6360,Student_6360,16,Other,Stockholm,76,112,93,0,78,bachelor ,45.93
6361,Student_6361,16,Fmale,Lund,99,119,,-6,-12,bachelor ,64.6
6362,Student_6362,17,Fmale,Uppsala,87,31,77,116,101,HighSchool,101.16
6363,Student_6363,18,male ,Göteborg,95,28,119,23,84,PhD,63.04
6364,Student_6364,14,Fmale,Lund,55,49,4,90,45,High School,82.89
6365,Student_6365,17,male ,Lund,absent,53,19,14,83,PhD,90.63
6366,Student_6366,17,Female,Uppsala,90,109,-16,31,46,Bachelor,87.6
6367,Student_6367,17,Female ,Malmo,35,115,106,71,76,HighSchool,77.66
6368,Student_6368,16,Female,Malmo,13,3,79,58,118,Bachelor,48.47
6369,Student_6369,21,Female ,Gothenburg,118,48,18,108,25,Bachelor,102.21
6370,Student_6370,15,Other,stockholm ,23,39,103,101,87,HighSchool,91.04
6371,Student_6371,20,Female,Lund,92,33,-9,-20,113,HighSchool,103.15
6372,Student_6372,14,Male,Malmo,18,59,32,28,50,High School,73.81
6373,Student_6373,18,Other,Gothenburg,-8,113,2,16,19,bachelor ,54.93
6374,Student_6374,18,Fmale,Malmo,absent,absent,8,84,86,HighSchool,99.36
6375,Student_6375,20,Female,Gothenburg,116,1,59,,,HighSchool,55.38
6376,Student_6376,15,Female ,stockholm ,16,112,21,85,40,Bachelor,45.44
6377,Student_6377,17,male ,stockholm ,108,116,17,-7,116,Bachelor,41.85
6378,Student_6378,21,male ,Malmo,87,16,55,55,25,Bachelor,41.3
6379,Student_6379,14,Female,Gothenburg,11,3,58,24,81,High School,55.56
6380,Student_6380,18,Female,Uppsala,0,28,56,10,-1,High School,53.87
6381,Student_6381,20,Other,Malmo,3,89,61,32,-7,High School,99.33
6382,Student_6382,19,Female,Göteborg,118,88,116,68,12,High School,63.31
6383,Student_6383,21,male ,Stockholm,71,29,71,110,107,Bachelor,43.01
6384,Student_6384,20,Male,Göteborg,102,62,42,-4,39,Bachelor,91.47
6385,Student_6385,21,Female,Gothenburg,-18,24,0,48,absent,Bachelor,86.75
6386,Student_6386,18,male ,Uppsala,99,107,-12,50,absent,High School,52.3
6387,Student_6387,17,male ,Göteborg,12,64,95,82,-2,High School,68.94
6388,Student_6388,19,Female,Uppsala,86,8,55,67,-15,High School,62.96
6389,Student_6389,15,Other,Malmo,32,110,83,-19,105,bachelor ,90.45
6390,Student_6390,14,Female ,Stockholm,60,absent,70,91,106,HighSchool,78.27
6391,Student_6391,15,Female ,Malmo,33,10,-13,11,2,PhD,52.06
6392,Student_6392,15,Other,Lund,13,6,-20,74,103,PhD,91.23
6393,Student_6393,20,Fmale,Lund,5,39,59,8,30,PhD,77.72
6394,Student_6394,21,male ,Stockholm,absent,93,18,65,-8,PhD,94.03
6395,Student_6395,14,Fmale,Malmo,38,30,15,-6,29,High School,97.19
6396,Student_6396,14,Fmale,Göteborg,0,55,45,14,36,High School,94.73
6397,Student_6397,18,Female ,Uppsala,-15,51,58,63,25,High School,50.36
6398,Student_6398,18,Female ,Lund,59,-19,67,-15,17,HighSchool,98.51
6399,Student_6399,14,Male,Gothenburg,19,27,5,45,39,bachelor ,48.64
6400,Student_6400,19,male ,Uppsala,29,-9,4,113,27,HighSchool,51.51
6401,Student_6401,16,Male,stockholm ,108,8,-7,-12,107,bachelor ,94.48
6402,Student_6402,18,Other,Uppsala,83,86,93,49,0,HighSchool,92.58
6403,Student_6403,16,Female,Gothenburg,20,77,115,5,25,bachelor ,66.16
6404,Student_6404,20,Male,Lund,111,99,26,50,36,PhD,51.36
6405,Student_6405,19,Female,stockholm ,86,23,86,17,63,bachelor ,54.0
6406,Student_6406,14,Fmale,stockholm ,-16,61,77,-18,110,PhD,103.31
6407,Student_6407,19,male ,Gothenburg,14,28,73,-9,117,High School,44.52
6408,Student_6408,18,Other,Lund,110,68,119,-6,41,High School,63.9
6409,Student_6409,15,Male,Gothenburg,108,118,64,-2,109,HighSchool,81.2
6410,Student_6410,20,male ,stockholm ,117,95,-8,95,82,High School,90.31
